time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
1.663471,0.0710,-0.0440,0.0144,0.085
1.669085,0.0799,-0.0576,0.0095,0.099
1.673411,0.0745,-0.0519,0.0188,0.093
1.679188,0.0644,-0.0510,0.0517,0.097
1.684105,0.0591,-0.0356,0.0462,0.083
1.689630,0.0586,-0.0488,0.0550,0.094
1.693113,0.0581,-0.0332,0.0685,0.096
1.699103,0.0054,-0.0747,0.0485,0.089
1.701841,0.0339,-0.0399,0.0669,0.085
1.707626,0.0194,-0.0339,-0.0001,0.039
1.716466,0.0240,-0.0279,-0.0140,0.039
1.718127,0.0096,-0.0221,0.0057,0.025
1.721361,0.0001,-0.0400,0.0397,0.056
1.727654,0.0002,-0.0152,0.0211,0.026
1.733338,-0.0093,-0.0191,-0.0020,0.021
1.738240,-0.0139,-0.0373,-0.0012,0.040
1.742523,-0.0137,-0.0221,0.0046,0.026
1.746892,-0.0182,-0.0262,0.0247,0.040
1.752383,-0.0180,-0.0207,0.0257,0.038
1.758145,-0.0272,-0.0106,0.0124,0.032
1.762054,-0.0269,-0.0147,-0.0009,0.031
1.767219,-0.0171,0.0048,-0.0187,0.026
1.773008,0.0069,0.0005,-0.0222,0.023
1.776924,0.0307,0.0011,-0.0352,0.047
1.782855,0.0447,0.0064,-0.0245,0.051
1.789331,0.0634,0.0117,-0.0044,0.065
1.792697,0.0487,-0.0068,-0.0177,0.052
1.797968,0.0389,-0.0014,-0.0025,0.039
1.801440,0.0291,0.0088,0.0078,0.031
1.807927,0.0004,0.0094,-0.0010,0.009
1.812666,-0.0137,0.0051,-0.0145,0.021
1.819010,-0.0088,0.0152,-0.0327,0.037
1.823276,-0.0230,0.0109,-0.0271,0.037
1.830373,-0.0512,0.0256,-0.0357,0.067
1.833855,-0.0460,0.0354,-0.0489,0.076
1.838407,-0.0455,0.0213,-0.0379,0.063
1.842508,-0.0260,0.0357,0.0110,0.046
1.847885,-0.0305,0.0405,0.0214,0.055
1.852991,-0.0397,0.0452,0.0315,0.068
1.859302,-0.0393,0.0451,0.0365,0.070
1.862364,-0.0295,0.0308,0.0319,0.053
1.868807,-0.0292,0.0356,0.0082,0.047
1.873579,-0.0337,0.0451,-0.0155,0.058
1.878276,-0.0524,0.0734,-0.0295,0.095
1.882434,-0.0377,0.0444,-0.0387,0.070
1.888179,-0.0326,0.0490,-0.0289,0.066
1.893102,-0.0466,0.0582,-0.0144,0.076
1.900550,-0.0177,0.0435,-0.0333,0.058
1.902153,-0.0033,0.0528,-0.0425,0.068
1.907930,0.0015,0.0383,-0.0135,0.041
1.915643,0.0015,0.0476,0.0153,0.050
1.917864,0.0062,0.0569,0.0295,0.064
1.921852,0.0110,0.0471,0.0722,0.087
1.928814,0.0346,0.0280,0.0527,0.069
1.934273,0.0344,0.0233,0.0524,0.067
1.940784,0.0293,0.0377,0.0853,0.098
1.942061,0.0339,0.0235,0.0892,0.098
1.949733,0.0193,0.0189,0.0741,0.079
